episode,timestep,reward,steps,mean_distance,visibility_pct,mean_fraction,mean_fraction_error,target_speed,phase,r_survival,r_stability,r_centering,r_scale,r_discovery,r_not_visible
1,1000,62.09,1000,3.17,0.0,0.0,0.0,0.0,A,0.05,0.8979,0.0,0.0,0.0,-0.5
2,2000,35.63,1000,2.811,22.5,0.0831,-0.1669,0.0,A,0.05,0.92,0.0795,0.1795,12.0,-0.3875
3,3000,19.81,1000,2.516,19.9,0.0318,-0.2182,0.0,A,0.05,0.92,0.0237,0.0806,15.0,-0.4005
4,4000,14.91,1000,1.843,0.0,0.0,0.0,0.0,A,0.05,0.916,0.0,0.0,0.0,-0.5
5,5000,15.19,1000,2.263,0.0,0.0,0.0,0.0,A,0.05,0.8901,0.0,0.0,0.0,-0.5
6,6000,30.55,1000,2.499,26.4,0.0886,-0.1614,0.0,A,0.05,0.8995,0.2396,0.2313,18.0,-0.368
7,7000,10.16,1000,1.646,0.0,0.0,0.0,0.0,A,0.05,0.8718,0.0,0.0,0.0,-0.5
8,8000,11.56,1000,1.638,0.0,0.0,0.0,0.0,A,0.05,0.9052,0.0,0.0,0.0,-0.5
9,9000,11.87,1000,1.613,0.0,0.0,0.0,0.0,A,0.05,0.8958,0.0,0.0,0.0,-0.5
10,10000,12.05,1000,2.054,0.0,0.0,0.0,0.0,A,0.05,0.8829,0.0,0.0,0.0,-0.5
11,11000,13.39,1000,2.715,0.0,0.0,0.0,0.0,A,0.05,0.9118,0.0,0.0,0.0,-0.5
12,12000,13.63,1000,2.69,0.5,0.0031,-0.2469,0.0,A,0.05,0.8963,0.0001,0.0012,3.0,-0.4975
13,13000,16.45,1000,2.498,10.1,0.0091,-0.2409,0.0,A,0.05,0.8719,0.0106,0.027,18.0,-0.4495
14,14000,45.38,1000,2.898,62.3,0.0752,-0.1748,0.0,A,0.05,0.8931,0.5678,0.4615,36.0,-0.1885
15,15000,9.08,1000,2.039,0.0,0.0,0.0,0.0,A,0.05,0.8978,0.0,0.0,0.0,-0.5
16,16000,9.22,1000,1.464,0.0,0.0,0.0,0.0,A,0.05,0.8926,0.0,0.0,0.0,-0.5
17,17000,17.7,1000,2.844,38.3,0.0418,-0.2082,0.0,A,0.05,0.8594,0.044,0.1773,15.0,-0.3085
18,18000,8.48,1000,2.202,0.0,0.0,0.0,0.0,A,0.05,0.8434,0.0,0.0,0.0,-0.5
19,19000,7.31,1000,2.125,0.0,0.0,0.0,0.0,A,0.05,0.7827,0.0,0.0,0.0,-0.5
20,20000,9.57,1000,2.259,0.0,0.0,0.0,0.0,A,0.05,0.8773,0.0,0.0,0.0,-0.5
21,21000,5.7,1000,2.923,0.0,0.0,0.0,0.0,A,0.05,0.7005,0.0,0.0,0.0,-0.5
22,22000,20.16,1000,2.696,23.2,0.0837,-0.1663,0.0,A,0.05,0.8502,0.1661,0.1965,18.0,-0.384
23,23000,8.96,1000,3.121,0.0,0.0,0.0,0.0,A,0.05,0.8492,0.0,0.0,0.0,-0.5
24,24000,8.97,1000,2.0,0.0,0.0,0.0,0.0,A,0.05,0.8426,0.0,0.0,0.0,-0.5
25,25000,5.38,1000,2.403,0.0,0.0,0.0,0.0,A,0.05,0.6825,0.0,0.0,0.0,-0.5
26,26000,8.27,1000,2.014,0.0,0.0,0.0,0.0,A,0.05,0.8031,0.0,0.0,0.0,-0.5
27,27000,6.76,1000,2.916,0.0,0.0,0.0,0.0,A,0.05,0.7349,0.0,0.0,0.0,-0.5
28,27379,2.51,379,3.645,0.0,0.0,0.0,0.0,A,0.05,0.7538,0.0,0.0,0.0,-0.5
29,28379,10.01,1000,2.22,0.0,0.0,0.0,0.0,A,0.05,0.8647,0.0,0.0,0.0,-0.5
30,29379,14.47,1000,2.819,10.3,0.1011,-0.1489,0.0,A,0.05,0.8062,0.0817,0.0993,6.0,-0.4485
31,30379,8.72,1000,2.483,0.0,0.0,0.0,0.0,A,0.05,0.8041,0.0,0.0,0.0,-0.5
32,30848,4.04,469,3.676,0.0,0.0,0.0,0.0,A,0.05,0.8178,0.0,0.0,0.0,-0.5
33,31848,9.01,1000,2.112,0.0,0.0,0.0,0.0,A,0.05,0.8094,0.0,0.0,0.0,-0.5
34,32848,8.82,1000,3.188,0.0,0.0,0.0,0.0,A,0.05,0.7975,0.0,0.0,0.0,-0.5
35,33575,2.64,727,2.407,0.0,0.0,0.0,0.0,A,0.05,0.6056,0.0,0.0,0.0,-0.5
36,34575,6.65,1000,2.924,0.0,0.0,0.0,0.0,A,0.05,0.7087,0.0,0.0,0.0,-0.5
37,35575,7.21,1000,3.193,0.0,0.0,0.0,0.0,A,0.05,0.7281,0.0,0.0,0.0,-0.5
38,36575,7.2,1000,2.892,12.1,0.0701,-0.1799,0.0,A,0.05,0.5437,0.0345,0.0846,3.0,-0.4395
39,37203,2.45,628,3.0,0.0,0.0,0.0,0.0,A,0.05,0.6167,0.0,0.0,0.0,-0.5
40,38203,8.39,1000,2.768,0.0,0.0,0.0,0.0,A,0.05,0.7712,0.0,0.0,0.0,-0.5
41,38897,3.1,694,2.732,0.0,0.0,0.0,0.0,A,0.05,0.6343,0.0,0.0,0.0,-0.5
42,39548,10.66,651,3.012,21.8,0.0798,-0.1702,0.0,A,0.05,0.6517,0.1293,0.1753,15.0,-0.3909
43,40548,11.25,1000,2.031,0.0,0.0,0.0,0.0,A,0.05,0.8767,0.0,0.0,0.0,-0.5
44,41548,11.79,1000,2.997,10.8,0.0302,-0.2198,0.0,A,0.05,0.776,0.0062,0.0419,15.0,-0.446
45,42057,1.84,509,2.945,1.2,0.0208,-0.2292,0.0,A,0.05,0.5868,0.002,0.0039,3.0,-0.4941
46,42561,0.46,504,2.47,0.0,0.0,0.0,0.0,A,0.05,0.5042,0.0,0.0,0.0,-0.5
47,43561,4.97,1000,3.486,0.0,0.0,0.0,0.0,A,0.05,0.6349,0.0,0.0,0.0,-0.5
48,44089,0.21,528,2.906,0.0,0.0,0.0,0.0,A,0.05,0.4836,0.0,0.0,0.0,-0.5
49,44867,4.87,778,2.261,0.0,0.0,0.0,0.0,A,0.05,0.6951,0.0,0.0,0.0,-0.5
50,45867,9.72,1000,2.345,0.0,0.0,0.0,0.0,A,0.05,0.8072,0.0,0.0,0.0,-0.5
51,46867,8.8,1000,2.384,0.0,0.0,0.0,0.0,A,0.05,0.7707,0.0,0.0,0.0,-0.5
52,47867,8.39,1000,1.85,0.0,0.0,0.0,0.0,A,0.05,0.7532,0.0,0.0,0.0,-0.5
53,48867,17.38,1000,2.964,16.8,0.0957,-0.1543,0.0,A,0.05,0.648,0.1841,0.1577,9.0,-0.416
54,49867,10.01,1000,3.172,0.0,0.0,0.0,0.0,A,0.05,0.8188,0.0,0.0,0.0,-0.5
55,50773,5.8,906,3.251,0.0,0.0,0.0,0.0,A,0.05,0.6949,0.0,0.0,0.0,-0.5
56,51773,10.67,1000,3.277,0.0,0.0,0.0,0.0,A,0.05,0.8367,0.0,0.0,0.0,-0.5
57,52773,5.32,1000,4.05,0.0,0.0,0.0,0.0,A,0.05,0.6417,0.0,0.0,0.0,-0.5
58,53773,14.54,1000,1.742,15.1,0.0591,-0.1909,0.0,A,0.05,0.7633,0.0285,0.0929,12.0,-0.4245
59,54773,6.21,1000,3.252,0.0,0.0,0.0,0.0,A,0.05,0.6717,0.0,0.0,0.0,-0.5
60,55773,17.38,1000,1.867,22.4,0.1015,-0.1485,0.0,A,0.05,0.6303,0.103,0.2175,12.0,-0.388
61,56502,4.03,729,3.449,0.0,0.0,0.0,0.0,A,0.05,0.6651,0.0,0.0,0.0,-0.5
62,57413,1.16,911,1.415,0.0,0.0,0.0,0.0,A,0.05,0.5071,0.0,0.0,0.0,-0.5
63,58413,6.06,1000,2.749,0.0,0.0,0.0,0.0,A,0.05,0.6707,0.0,0.0,0.0,-0.5
64,59157,6.15,744,1.408,0.0,0.0,0.0,0.0,A,0.05,0.7628,0.0,0.0,0.0,-0.5
65,60157,6.98,1000,1.609,0.0,0.0,0.0,0.0,A,0.05,0.7015,0.0,0.0,0.0,-0.5
66,61157,17.95,1000,2.737,19.1,0.0917,-0.1583,0.0,A,0.05,0.7146,0.1162,0.1684,6.0,-0.4045
67,62157,9.0,1000,2.18,0.0,0.0,0.0,0.0,A,0.05,0.7777,0.0,0.0,0.0,-0.5
68,63157,5.37,1000,2.303,0.0,0.0,0.0,0.0,A,0.05,0.6448,0.0,0.0,0.0,-0.5
69,64064,6.84,907,3.64,0.0,0.0,0.0,0.0,A,0.05,0.7332,0.0,0.0,0.0,-0.5
70,65064,10.71,1000,2.286,0.0,0.0,0.0,0.0,A,0.05,0.8339,0.0,0.0,0.0,-0.5
71,66064,8.0,1000,3.247,0.0,0.0,0.0,0.0,A,0.05,0.7351,0.0,0.0,0.0,-0.5
72,67064,5.72,1000,3.913,0.0,0.0,0.0,0.0,A,0.05,0.6528,0.0,0.0,0.0,-0.5
73,67834,3.08,770,1.386,0.0,0.0,0.0,0.0,A,0.05,0.6042,0.0,0.0,0.0,-0.5
74,68834,7.44,1000,4.641,0.0,0.0,0.0,0.0,A,0.05,0.7121,0.0,0.0,0.0,-0.5
75,69663,4.96,829,1.598,0.0,0.0,0.0,0.0,A,0.05,0.6721,0.0,0.0,0.0,-0.5
76,70501,4.54,838,3.958,0.0,0.0,0.0,0.0,A,0.05,0.6513,0.0,0.0,0.0,-0.5
77,71501,6.58,1000,3.462,0.0,0.0,0.0,0.0,A,0.05,0.6792,0.0,0.0,0.0,-0.5
78,72501,8.84,1000,4.209,0.0,0.0,0.0,0.0,A,0.05,0.7567,0.0,0.0,0.0,-0.5
79,73501,9.04,1000,3.28,0.0,0.0,0.0,0.0,A,0.05,0.7618,0.0,0.0,0.0,-0.5
80,74501,15.21,1000,1.962,13.8,0.0651,-0.1849,0.0,A,0.05,0.753,0.0434,0.0938,15.0,-0.431
81,75219,4.3,718,3.966,0.0,0.0,0.0,0.0,A,0.05,0.6701,0.0,0.0,0.0,-0.5
82,76219,7.75,1000,4.375,0.0,0.0,0.0,0.0,A,0.05,0.7156,0.0,0.0,0.0,-0.5
83,77103,5.48,884,4.198,0.0,0.0,0.0,0.0,A,0.05,0.6727,0.0,0.0,0.0,-0.5
84,78103,9.51,1000,1.433,0.0,0.0,0.0,0.0,A,0.05,0.7731,0.0,0.0,0.0,-0.5
85,78746,2.73,643,3.4,0.0,0.0,0.0,0.0,A,0.05,0.6095,0.0,0.0,0.0,-0.5
86,79746,11.1,1000,3.538,0.0,0.0,0.0,0.0,A,0.05,0.824,0.0,0.0,0.0,-0.5
87,80746,11.15,1000,0.782,0.0,0.0,0.0,0.0,A,0.05,0.8236,0.0,0.0,0.0,-0.5
88,81746,12.01,1000,1.563,0.0,0.0,0.0,0.0,A,0.05,0.8498,0.0,0.0,0.0,-0.5
89,82746,11.56,1000,1.079,0.0,0.0,0.0,0.0,A,0.05,0.833,0.0,0.0,0.0,-0.5
90,83365,11.3,619,2.255,24.9,0.0873,-0.1627,0.0,A,0.05,0.6158,0.1137,0.2119,3.0,-0.3756
91,84365,9.76,1000,3.578,0.0,0.0,0.0,0.0,A,0.05,0.775,0.0,0.0,0.0,-0.5
92,85365,10.93,1000,2.961,0.0,0.0,0.0,0.0,A,0.05,0.812,0.0,0.0,0.0,-0.5
93,86365,11.22,1000,0.853,0.0,0.0,0.0,0.0,A,0.05,0.8197,0.0,0.0,0.0,-0.5
94,87365,31.1,1000,1.723,26.6,0.0802,-0.1698,0.0,A,0.05,0.8824,0.2355,0.2151,18.0,-0.367
95,88365,12.55,1000,3.384,0.0,0.0,0.0,0.0,A,0.05,0.8724,0.0,0.0,0.0,-0.5
96,89365,12.47,1000,1.903,0.0,0.0,0.0,0.0,A,0.05,0.8675,0.0,0.0,0.0,-0.5
97,90365,12.11,1000,3.475,0.0,0.0,0.0,0.0,A,0.05,0.8532,0.0,0.0,0.0,-0.5
98,91365,34.29,1000,1.79,35.5,0.1024,-0.1476,0.0,A,0.05,0.8066,0.2732,0.3539,9.0,-0.3225
99,92365,19.89,1000,1.298,13.2,0.0997,-0.1503,0.0,A,0.05,0.8,0.1586,0.1193,12.0,-0.434
100,93365,24.42,1000,1.517,28.4,0.055,-0.195,0.0,A,0.05,0.8255,0.1818,0.1627,15.0,-0.358
101,94365,9.85,1000,3.137,0.0,0.0,0.0,0.0,A,0.05,0.8047,0.0,0.0,0.0,-0.5
102,95365,10.54,1000,2.256,0.0,0.0,0.0,0.0,A,0.05,0.8277,0.0,0.0,0.0,-0.5
103,96365,11.26,1000,2.058,0.0,0.0,0.0,0.0,A,0.05,0.8516,0.0,0.0,0.0,-0.5
104,97365,19.67,1000,2.267,14.1,0.1272,-0.1228,0.0,A,0.05,0.7337,0.1724,0.1719,6.0,-0.4295
105,98365,7.72,1000,2.347,0.0,0.0,0.0,0.0,A,0.05,0.7278,0.0,0.0,0.0,-0.5
106,99365,9.02,1000,3.009,0.0,0.0,0.0,0.0,A,0.05,0.7732,0.0,0.0,0.0,-0.5
107,99586,0.76,221,3.464,0.0,0.0,0.0,0.0,A,0.05,0.6174,0.0,0.0,0.0,-0.5
108,100586,17.94,1000,2.603,19.0,0.0905,-0.1595,0.0,A,0.05,0.7077,0.1131,0.1678,9.0,-0.405
109,101470,4.47,884,2.663,0.0,0.0,0.0,0.0,A,0.05,0.6425,0.0,0.0,0.0,-0.5
110,101952,0.83,482,3.128,0.0,0.0,0.0,0.0,A,0.05,0.5323,0.0,0.0,0.0,-0.5
111,102345,0.15,393,2.255,0.0,0.0,0.0,0.0,A,0.05,0.489,0.0,0.0,0.0,-0.5
112,102847,1.46,502,3.922,0.0,0.0,0.0,0.0,A,0.05,0.574,0.0,0.0,0.0,-0.5
113,103260,1.22,413,1.926,0.0,0.0,0.0,0.0,A,0.05,0.58,0.0,0.0,0.0,-0.5
114,103669,1.88,409,1.788,0.0,0.0,0.0,0.0,A,0.05,0.6387,0.0,0.0,0.0,-0.5
115,104047,0.16,378,2.115,0.0,0.0,0.0,0.0,A,0.05,0.4919,0.0,0.0,0.0,-0.5
116,104378,1.41,331,1.496,0.0,0.0,0.0,0.0,A,0.05,0.6319,0.0,0.0,0.0,-0.5
117,104563,-0.48,185,1.789,0.0,0.0,0.0,0.0,A,0.05,0.4125,0.0,0.0,0.0,-0.5
118,105563,6.35,1000,3.068,0.0,0.0,0.0,0.0,A,0.05,0.6758,0.0,0.0,0.0,-0.5
119,105892,6.49,329,3.296,34.3,0.0808,-0.1692,0.0,A,0.05,0.4595,0.2451,0.2772,9.0,-0.3283
120,106373,3.31,481,3.972,0.0,0.0,0.0,0.0,A,0.05,0.7151,0.0,0.0,0.0,-0.5
121,106599,0.92,226,3.074,0.0,0.0,0.0,0.0,A,0.05,0.6395,0.0,0.0,0.0,-0.5
122,106969,-0.11,370,2.311,0.0,0.0,0.0,0.0,A,0.05,0.4667,0.0,0.0,0.0,-0.5
123,107343,0.81,374,1.507,0.0,0.0,0.0,0.0,A,0.05,0.554,0.0,0.0,0.0,-0.5
124,107848,4.14,505,3.719,0.0,0.0,0.0,0.0,A,0.05,0.7601,0.0,0.0,0.0,-0.5
125,108428,3.71,580,1.882,0.0,0.0,0.0,0.0,A,0.05,0.6933,0.0,0.0,0.0,-0.5
126,108736,0.97,308,3.206,0.0,0.0,0.0,0.0,A,0.05,0.5939,0.0,0.0,0.0,-0.5
127,109138,1.78,402,1.806,3.7,0.0419,-0.2081,0.0,A,0.05,0.5788,0.0095,0.017,3.0,-0.4813
128,109572,0.95,434,3.206,0.0,0.0,0.0,0.0,A,0.05,0.55,0.0,0.0,0.0,-0.5
129,110017,1.78,445,3.911,0.0,0.0,0.0,0.0,A,0.05,0.6132,0.0,0.0,0.0,-0.5
130,110286,-0.17,269,3.124,0.0,0.0,0.0,0.0,A,0.05,0.4654,0.0,0.0,0.0,-0.5
131,110567,1.29,281,3.372,0.0,0.0,0.0,0.0,A,0.05,0.6471,0.0,0.0,0.0,-0.5
132,110869,0.01,302,1.903,0.0,0.0,0.0,0.0,A,0.05,0.4844,0.0,0.0,0.0,-0.5
133,111388,3.52,519,1.774,0.0,0.0,0.0,0.0,A,0.05,0.7073,0.0,0.0,0.0,-0.5
134,111700,0.7,312,3.007,0.0,0.0,0.0,0.0,A,0.05,0.5608,0.0,0.0,0.0,-0.5
135,112060,0.4,360,2.005,0.0,0.0,0.0,0.0,A,0.05,0.517,0.0,0.0,0.0,-0.5
136,112478,1.58,418,1.569,0.0,0.0,0.0,0.0,A,0.05,0.6063,0.0,0.0,0.0,-0.5
137,112914,4.13,436,3.663,10.3,0.0115,-0.2385,0.0,A,0.05,0.6982,0.0048,0.0287,9.0,-0.4484
138,113268,0.29,354,2.68,0.0,0.0,0.0,0.0,A,0.05,0.5065,0.0,0.0,0.0,-0.5
139,113718,9.94,450,2.627,33.8,0.0881,-0.1619,0.0,A,0.05,0.5985,0.1695,0.2937,6.0,-0.3311
140,113978,0.83,260,1.561,0.0,0.0,0.0,0.0,A,0.05,0.6002,0.0,0.0,0.0,-0.5
141,114546,10.53,568,2.178,19.5,0.0935,-0.1565,0.0,A,0.05,0.7351,0.0906,0.178,9.0,-0.4023
142,114999,2.86,453,4.151,0.0,0.0,0.0,0.0,A,0.05,0.6939,0.0,0.0,0.0,-0.5
143,115999,11.49,1000,1.342,0.0,0.0,0.0,0.0,A,0.05,0.8524,0.0,0.0,0.0,-0.5
144,116900,7.71,901,3.825,0.0,0.0,0.0,0.0,A,0.05,0.7598,0.0,0.0,0.0,-0.5
145,117670,3.13,770,3.372,0.0,0.0,0.0,0.0,A,0.05,0.6046,0.0,0.0,0.0,-0.5
146,118559,17.74,889,3.242,28.1,0.0815,-0.1685,0.0,A,0.05,0.5821,0.1872,0.2319,15.0,-0.3594
147,119559,12.3,1000,1.014,0.0,0.0,0.0,0.0,A,0.05,0.8819,0.0,0.0,0.0,-0.5
148,120559,12.35,1000,2.241,0.0,0.0,0.0,0.0,A,0.05,0.8819,0.0,0.0,0.0,-0.5
149,121559,11.03,1000,2.561,0.0,0.0,0.0,0.0,A,0.05,0.8344,0.0,0.0,0.0,-0.5
150,122138,6.42,579,3.325,0.0,0.0,0.0,0.0,A,0.05,0.8527,0.0,0.0,0.0,-0.5
151,122762,6.5,624,2.317,0.0,0.0,0.0,0.0,A,0.05,0.8269,0.0,0.0,0.0,-0.5
152,123762,35.96,1000,1.982,46.1,0.106,-0.144,0.0,A,0.05,0.7711,0.2436,0.4644,6.0,-0.2695
153,124762,9.67,1000,2.754,0.0,0.0,0.0,0.0,A,0.05,0.7983,0.0,0.0,0.0,-0.5
154,125762,21.6,1000,2.206,18.4,0.0841,-0.1659,0.0,A,0.05,0.8841,0.0969,0.1511,6.0,-0.408
155,126373,4.07,611,2.318,0.0,0.0,0.0,0.0,A,0.05,0.7075,0.0,0.0,0.0,-0.5
156,127373,10.52,1000,1.748,0.0,0.0,0.0,0.0,A,0.05,0.8295,0.0,0.0,0.0,-0.5
157,127972,3.3,599,2.421,0.0,0.0,0.0,0.0,A,0.05,0.6651,0.0,0.0,0.0,-0.5
158,128449,12.0,477,2.614,45.3,0.078,-0.172,0.0,A,0.05,0.5786,0.1942,0.3451,15.0,-0.2736
159,128979,3.37,530,1.96,0.0,0.0,0.0,0.0,A,0.05,0.6983,0.0,0.0,0.0,-0.5
160,129770,5.59,791,2.964,0.0,0.0,0.0,0.0,A,0.05,0.7171,0.0,0.0,0.0,-0.5
161,130770,9.87,1000,2.255,0.0,0.0,0.0,0.0,A,0.05,0.8039,0.0,0.0,0.0,-0.5
162,131469,2.45,699,3.425,0.0,0.0,0.0,0.0,A,0.05,0.5898,0.0,0.0,0.0,-0.5
163,132018,4.51,549,1.632,4.6,0.046,-0.204,0.0,A,0.05,0.6901,0.0158,0.0223,6.0,-0.4772
164,133018,8.99,1000,2.342,0.0,0.0,0.0,0.0,A,0.05,0.7704,0.0,0.0,0.0,-0.5
165,134018,9.79,1000,2.687,0.0,0.0,0.0,0.0,A,0.05,0.7981,0.0,0.0,0.0,-0.5
166,135015,5.51,997,2.371,0.1,0.0078,-0.2422,0.0,A,0.05,0.652,0.0,0.0003,3.0,-0.4995
167,136015,10.57,1000,2.095,0.0,0.0,0.0,0.0,A,0.05,0.8236,0.0,0.0,0.0,-0.5
168,137015,9.18,1000,2.258,0.0,0.0,0.0,0.0,A,0.05,0.7734,0.0,0.0,0.0,-0.5
169,138015,11.55,1000,1.717,11.8,0.0635,-0.1865,0.0,A,0.05,0.6802,0.0318,0.0763,9.0,-0.441
170,139015,9.81,1000,2.493,0.0,0.0,0.0,0.0,A,0.05,0.7941,0.0,0.0,0.0,-0.5
171,139974,6.53,959,2.396,1.0,0.0089,-0.2411,0.0,A,0.05,0.6871,0.0004,0.0028,3.0,-0.4948
172,140639,2.64,665,2.262,0.0,0.0,0.0,0.0,A,0.05,0.6037,0.0,0.0,0.0,-0.5
173,141549,5.22,910,3.047,0.0,0.0,0.0,0.0,A,0.05,0.6612,0.0,0.0,0.0,-0.5
174,142549,6.7,1000,2.602,0.0,0.0,0.0,0.0,A,0.05,0.6832,0.0,0.0,0.0,-0.5
175,142780,0.48,231,2.462,0.0,0.0,0.0,0.0,A,0.05,0.5657,0.0,0.0,0.0,-0.5
176,143780,8.36,1000,1.937,0.0,0.0,0.0,0.0,A,0.05,0.7399,0.0,0.0,0.0,-0.5
177,144780,7.69,1000,2.662,0.0,0.0,0.0,0.0,A,0.05,0.7159,0.0,0.0,0.0,-0.5
178,145443,3.83,663,2.963,0.0,0.0,0.0,0.0,A,0.05,0.6643,0.0,0.0,0.0,-0.5
179,146443,13.43,1000,1.712,5.7,0.1498,-0.1002,0.0,A,0.05,0.7427,0.0596,0.0794,3.0,-0.4715
180,147443,9.14,1000,3.055,0.0,0.0,0.0,0.0,A,0.05,0.7643,0.0,0.0,0.0,-0.5
181,148225,2.53,782,3.177,0.0,0.0,0.0,0.0,A,0.05,0.574,0.0,0.0,0.0,-0.5
182,149002,-0.94,777,2.283,0.0,0.0,0.0,0.0,A,0.05,0.4214,0.0,0.0,0.0,-0.5
183,150002,5.76,1000,3.351,0.0,0.0,0.0,0.0,A,0.05,0.6478,0.0,0.0,0.0,-0.5
184,150846,3.15,844,1.578,3.4,0.015,-0.235,0.0,A,0.05,0.553,0.0026,0.0101,6.0,-0.4828
185,151846,7.81,1000,2.493,0.0,0.0,0.0,0.0,A,0.05,0.7172,0.0,0.0,0.0,-0.5
186,152129,0.58,283,2.999,0.0,0.0,0.0,0.0,A,0.05,0.5556,0.0,0.0,0.0,-0.5
187,153129,2.67,1000,3.274,0.0,0.0,0.0,0.0,A,0.05,0.5411,0.0,0.0,0.0,-0.5
188,154129,10.42,1000,2.516,6.2,0.1366,-0.1134,0.0,A,0.05,0.6481,0.044,0.0799,3.0,-0.469
189,154364,5.59,235,2.268,34.5,0.0915,-0.1585,0.0,A,0.05,0.5476,0.2642,0.3063,3.0,-0.3277
190,154881,2.54,517,3.458,0.0,0.0,0.0,0.0,A,0.05,0.6369,0.0,0.0,0.0,-0.5
191,155097,-0.62,216,2.027,0.0,0.0,0.0,0.0,A,0.05,0.3986,0.0,0.0,0.0,-0.5
192,156097,8.38,1000,3.319,0.0,0.0,0.0,0.0,A,0.05,0.7355,0.0,0.0,0.0,-0.5
193,156552,-1.74,455,2.796,0.0,0.0,0.0,0.0,A,0.05,0.3414,0.0,0.0,0.0,-0.5
194,157552,12.97,1000,1.957,5.3,0.1347,-0.1153,0.0,A,0.05,0.7518,0.0431,0.0677,3.0,-0.4735
195,158552,13.15,1000,2.573,5.8,0.1259,-0.1241,0.0,A,0.05,0.7329,0.0638,0.069,3.0,-0.471
196,159552,12.22,1000,2.99,4.9,0.0856,-0.1644,0.0,A,0.05,0.7826,0.0148,0.04,3.0,-0.4755
197,160552,2.73,1000,2.994,0.0,0.0,0.0,0.0,A,0.05,0.5424,0.0,0.0,0.0,-0.5
198,161371,1.02,819,3.85,0.0,0.0,0.0,0.0,A,0.05,0.5044,0.0,0.0,0.0,-0.5
199,161736,-0.02,365,4.157,0.0,0.0,0.0,0.0,A,0.05,0.4759,0.0,0.0,0.0,-0.5
200,162126,2.32,390,3.702,9.7,0.092,-0.158,0.0,A,0.05,0.4175,0.1061,0.089,6.0,-0.4513
201,162492,-0.8,366,2.481,0.0,0.0,0.0,0.0,A,0.05,0.4035,0.0,0.0,0.0,-0.5
202,162728,6.15,236,3.141,23.7,0.142,-0.108,0.0,A,0.05,0.5586,0.3657,0.3192,3.0,-0.3814
203,163073,0.85,345,2.787,0.0,0.0,0.0,0.0,A,0.05,0.5628,0.0,0.0,0.0,-0.5
204,163527,2.46,454,4.043,0.0,0.0,0.0,0.0,A,0.05,0.6554,0.0,0.0,0.0,-0.5
205,163941,-0.03,414,3.973,0.0,0.0,0.0,0.0,A,0.05,0.4719,0.0,0.0,0.0,-0.5
206,164941,11.06,1000,3.107,0.0,0.0,0.0,0.0,A,0.05,0.8239,0.0,0.0,0.0,-0.5
207,165727,6.68,786,2.038,6.9,0.0801,-0.1699,0.0,A,0.05,0.6234,0.0328,0.0549,3.0,-0.4656
208,166651,6.43,924,4.12,0.0,0.0,0.0,0.0,A,0.05,0.6949,0.0,0.0,0.0,-0.5
209,167533,7.2,882,1.513,0.0,0.0,0.0,0.0,A,0.05,0.7357,0.0,0.0,0.0,-0.5
210,168090,1.29,557,1.707,0.0,0.0,0.0,0.0,A,0.05,0.5456,0.0,0.0,0.0,-0.5
211,168284,-2.06,194,3.43,0.0,0.0,0.0,0.0,A,0.05,0.1453,0.0,0.0,0.0,-0.5
212,168711,1.44,427,3.38,0.0,0.0,0.0,0.0,A,0.05,0.5863,0.0,0.0,0.0,-0.5
213,169711,4.51,1000,3.847,0.0,0.0,0.0,0.0,A,0.05,0.6012,0.0,0.0,0.0,-0.5
214,170243,3.38,532,1.883,2.3,0.0115,-0.2385,0.0,A,0.05,0.653,0.0052,0.0063,3.0,-0.4887
215,171243,12.31,1000,2.937,6.4,0.1438,-0.1062,0.0,A,0.05,0.6361,0.1041,0.0872,3.0,-0.468
216,172243,7.27,1000,1.518,0.0,0.0,0.0,0.0,A,0.05,0.6938,0.0,0.0,0.0,-0.5
